time_label0,v1_label0,v2_label0,v3_label0,v4_label0,v5_label0,v6_label0,v7_label0,v8_label0,v9_label0,v10_label0,v11_label0,v12_label0,v13_label0,v14_label0,v15_label0,v16_label0,v17_label0,v18_label0,v19_label0,v20_label0,v21_label0,v22_label0,v23_label0,v24_label0,v25_label0,v26_label0,v27_label0,v28_label0,amount_label0,__joinsource_column_name__
0.17542273414018206,0.2101078889248254,0.12487193504777075,-0.9476683708427511,1.1911517681507062,0.04405128855848641,0.19521177088847216,-0.11194322919006858,-0.24009318292549736,-0.04066951152954955,0.36878161010044314,1.0430529827093191,-0.6720803045533675,-0.004011951923933221,-1.3724264372742503,0.05371879658682975,0.007731127440853542,-0.17465966113234754,-0.031133676606561123,-0.2953414881388893,-0.29399218411196987,0.049777228868023944,0.001025667591240213,-0.0573054843215547,0.08838888686885367,0.07444176824144148,-0.0012673434480095704,0.07286122764209318,-0.01933474590282456,0.02081027582645656,1481
0.10932202112747924,0.06434106880455334,0.06034409245576085,-0.47889866630777556,0.01170622995360331,0.006988182887035243,0.053185578055517914,2.0747073341428356E-4,-0.2607358440170673,0.016365134480984818,0.1905845998772119,0.11667658092798495,-0.9568625895107667,-0.0023765668835622183,-0.08603907217219067,0.029565866998537478,-0.05741491439155124,-0.25864976260851513,0.008957901636211069,0.11434025759089765,-0.07691676884840959,-0.0409469518658519,-0.005992269779216123,-0.08236779734963011,-0.031183114629273867,0.0024719300492591113,-0.020154322971259794,-0.0038593674290015234,0.027658299900512454,-0.005593513073786749,761
0.20910336210376118,0.19540482784463337,0.10265044975302522,-0.7730494163008894,1.3495880579504143,0.09834260551227095,0.18325575865022892,-0.10824375452519469,-0.13628677620788165,-0.00899680714717067,-0.1849088944006286,1.0143621999138537,-2.131651095790543,0.03613625423308341,-0.8059377187453313,0.040520872359293414,-0.006491787996048197,-0.370798263294176,0.020481866065894444,0.018188616978769605,-0.22196649160145568,0.06798365788645763,0.0023897227266476587,-0.052907945444185686,-0.006491296906543977,-0.08345594656695035,0.027017471883540447,0.07446679526963006,0.05829454538876701,-0.032115443803962807,733
-0.0762378609411089,0.018197172927969796,0.03681276191718516,-0.3194677074803276,-0.011919452713472658,-0.052601837759151546,0.08182925520797123,0.009101166877881423,-0.20226303378140412,0.01334927338394217,0.11069713742409239,0.004556209451768099,-0.8044169953001726,0.024251448761875835,-0.1750628496445379,0.04268134039824719,-0.052416774409603295,-0.008423275645158648,-6.748800590474083E-4,0.12969735285493833,-0.08344445879459958,-0.05271403792523775,-0.030069053074836607,-0.02507786768990666,0.018034600164004638,-0.008322636008415854,-0.04525577186347801,-0.035950932495613847,0.048990706409811666,-0.014979098150168069,213
-0.05367413952932543,-0.2761731785719368,0.08360922201577112,-0.2460030006509775,0.9414447180492341,0.10759299874476683,0.12979326204131036,-0.10812021000815913,-0.17664903931555848,-0.010968149026964266,-0.27702737641453157,0.8159380163844742,-1.6415024484046743,-0.019523198814490716,-0.42872764850972805,0.04473714985738189,-0.05956982277823627,-0.37146055500325487,-0.029273105448003676,0.0928786314046847,-0.09811785566169466,-0.06015759711930266,0.010157545824653556,-0.02131845040459493,-0.028026147244023285,0.018773934947865428,0.05583252955538492,0.04593547042880358,0.03386655837082202,0.05605450350018781,569
-4.2646648759473907E-4,0.19262705891443554,0.10191093832990629,-0.13405583622613135,1.1868852996791976,0.03018902295031717,0.14117205697499002,-0.09336669840766437,-0.17697124631376096,0.04489687119430741,-0.8301393850106588,0.9706022567208954,-1.9834134107230574,0.028426592431831245,-0.6745021450133866,0.09253841990138145,0.009020680411600276,-0.28772404171990346,0.00775852381899256,0.12711907703584774,-0.12289084079453527,-0.03376470062312944,-0.057214268732807466,-0.006714184322236105,0.02062998057236304,-0.009347947926607264,-0.006877952159373972,-0.0034845095595059427,0.0251899430931568,-0.005914678820576835,1919
-0.09317267985157876,0.134269692314975,0.12545275850451554,-0.4455599970023269,0.8554911584625473,-0.011815226051619861,0.14309561453829026,-0.00892431581137568,-0.22991024846688465,0.028711986070887145,-0.07927340642569003,0.0011046305108652933,-1.2422477724274201,0.028719519392619648,-0.48082851218539446,0.05091718507461044,-0.053348690754240057,-0.02892790536270495,-0.03719697598977931,0.06960210579437356,0.012200481322913057,-0.010917036133549815,-0.014021942720302221,-0.058893295882255524,0.07019748392677065,0.027421311844029062,-0.0300668622921385,0.042037121817424625,-0.04655121017504383,0.023276922063358185,156
0.08093166337325355,0.16885722040727366,0.039236437800685954,-0.5578243696998579,0.008054694530227814,0.019178654916238765,0.03186273535170755,-0.004984656472931737,-0.22512305802416713,-0.005035193803641323,0.1329819923410672,0.020859068865079138,-0.9884943805638087,0.020364408083010346,-0.05666845816572171,0.078928604309082,-0.1171221089755881,-0.12227566912980915,0.002208331300949905,0.05666959194850622,-0.043389518184416324,-0.040364948863526505,-0.024546131686346326,-0.009095461244560902,0.002320048190238927,8.962307057114904E-4,-0.060668149663472615,0.01536352967062551,0.00874938211629218,-0.006247523201519778,290
0.12270288374727831,0.1436158365414736,0.07234154012304166,-0.7111557451899242,0.8151583845473549,0.0065496306772091055,0.06330675402231506,-0.0010995466897651765,-0.23171026829548866,0.025310291254010995,-0.07013587327627585,0.6074060384809356,-1.6558460718914592,-0.01878522993014643,-0.5054559203416285,0.09172832744966027,0.03244385990239682,-0.24519659199099497,-0.020769672086438908,0.07985636550153154,-0.009749558585162202,-0.052287325504740856,-0.02581448373379819,-0.05495154491984949,-0.019334261657293725,0.005886172876554421,-0.04855628471245052,0.037807723872239636,0.029926224001089186,-0.013568954267416666,1590
-0.04665888716115493,0.17288653768755463,0.04206522671310861,0.05597538050399409,-0.005732347938545397,0.0944425915681178,0.0806085539539741,-0.001197334842302175,-0.3597334679085722,-9.153667995409088E-4,-0.07014830144240758,0.5555150673623288,-1.3305143078662445,0.0012376154810808855,-0.13731116665293275,0.05031832616276573,-0.0924668276727992,-0.1287470282475091,0.027671745153255,0.09584735534032346,-0.05710337541040401,-0.022665531067884943,-0.014449596902481803,-0.04476406934214642,-0.07080306917721525,-0.004670904578291596,0.023470637748185624,0.01604531344876152,-0.010752910856062215,0.009420667818871298,1759
